did,name,phone,local,domain,passwd,lat,lng,stock
29774,민영관,01051240526,aaucg,chron.com,k0xmpuuz2,37.6446,126.97588,3
29775,전백호,01051212129,estvel,ca.gov,mq9nybn,37.1938,127.88422,1
29776,임승래,01033018146,estsc,cnn.com,rl0dufk0,37.0051,127.90456,9
29777,최점범,01047151511,cdow2lbu,i2i.jp,bmu2epjo6,36.1434,128.30211,9
29778,유성은,01083141718,bpac,discuz.net,2vqkdg,37.0384,127.94053,1
29779,지은하,01074923305,aebdrsk,xing.com,qzpwtzr6e,36.9777,127.93204,1
29780,여혜자,01029720583,djaimrsk,amazon.co.jp,lpmng9,36.1632,128.34238,9
29781,신세식,01080823438,djaimsm,youtu.be,94lg3arm,37.4017,127.94446,1
29782,나윤창,01099038032,hbiahp,reverbnation.com,92wox4e,37.0421,127.9186,0
29783,임전수,01071124626,eakemw,archive.org,ntse47ves,37.6189,126.98452,7
29784,허태준,01039333446,dpichaau,cnn.com,d33pqy,35.2144,129.05252,3
29785,길수님,01045705806,jchesy,berkeley.edu,3xkuyi4j2,37.5242,126.89625,9
29786,박래호,01079361264,bcurrfco,umich.edu,avy8mp,35.2414,128.83592,5
29787,최동훈,01024411884,gkimbhst,51.la,v8h91lom8,36.8893,127.99244,5
29788,류춘구,01057920038,asackwba,sbwire.com,i3ovv83c,36.231,128.30977,6
29789,이단옥,01077173298,mbeevnh,cnn.com,8db93lga,35.2004,129.05745,5
29790,정연갑,01023757163,mfere,bloglovin.com,98qrquc,37.4355,127.95481,6
29791,서정신,01056066451,bfibt,nyu.edu,qls0kca0,36.213,128.33373,2
29792,배효진,01079909186,hbiam,macromedia.com,1mewsie,36.1604,128.34543,6
29793,이상필,01034965508,jbletks,google.fr,19gs0xk8,37.5735,126.89874,4
29794,정찬호,01036749323,frac,list-manage.com,ttkf9qs,36.199,128.42191,9
29795,류명화,01024387226,mkyndhe,comsenz.com,hphslj,37.3866,127.94801,9
29796,김진열,01099426507,acaa,dion.ne.jp,th8nqiyo,35.2286,129.0567,7
29797,배연효,01031956130,iwof,seattletimes.com,iw7hssbn,35.2044,129.03357,3
29798,윤상대,01026522976,wbackysa,nyu.edu,7soyabie,35.251,128.99745,0
29799,유민호,01069177660,dpichs,hubpages.com,fk0blg,37.5638,126.88941,4
29800,이지영,01036359756,sree,bandcamp.com,19ff1paa,35.1978,129.05943,8
29801,정종분,01025776948,iwoodjg,sogou.com,nqurn2,35.2921,129.03882,4
29802,신북희,01070782735,nmerb,umich.edu,c2emfo,37.4459,127.94999,9
29803,홍윤연,01065129105,velheak,homestead.com,gt6j4st,37.0416,127.91088,7
29804,박흥규,01055295289,fskesav,qq.com,zimfsldg,37.5818,127.01319,4
29805,최병녀,01024892080,bcoppdb,gmpg.org,zr2l4pv,35.2341,129.0618,3
29806,박광전,01032867170,acadhst,comsenz.com,liibhp9,36.215,128.43746,5
29807,성경환,01049908605,dhenfsk,state.tx.us,6yu3xvohs,35.2389,129.06376,1
29808,김창림,01093847010,atoat,ow.ly,4r2b0y,37.4018,127.9578,6
29809,남민식,01087210534,fratmb,qq.com,s5ehpx7,37.6085,126.92587,7
29810,이상록,01081255228,iwod,plala.or.jp,prbpv9,37.0369,127.93163,5
29811,황문영,01037851617,dkelaeb,arizona.edu,9l5xkl,35.2361,129.05259,4
29812,김미순,01098606194,djaif,nasa.gov,fliwa840n,37.3712,127.95121,6
29813,조억봉,01020317612,mwrigcs,quantcast.com,ar7s6iho,35.2214,128.97914,8
29814,배창수,01039612692,aton,51.la,7cxkspo,37.539,126.92616,0
29815,조남애,01057221666,scastrsk,odnoklassniki.ru,yu5r8oi0,37.382,127.9586,7
29816,김후식,01081081292,wwisomwr,yale.edu,jiiqk3,35.2396,129.00741,3
29817,유시광,01028678494,atocb,seattletimes.com,794j199,36.1454,128.41705,4
29818,한승국,01047922724,fcos,china.com.cn,qdu5xl,37.5335,126.92512,2
29819,윤중원,01043387305,mtilsmky,princeton.edu,y21m8ha53,35.2349,129.0648,1
29820,방진효,01063706850,aebjch,qq.com,brnq0xu9,37.6234,127.00661,7
29821,강동례,01053759718,ndyaa,nature.com,f6wcxr7,37.409,127.92476,3
29822,조준학,01024150674,gprsn,ocn.ne.jp,qllhkkw,36.1727,128.35681,5
29823,한경신,01069771329,dkegp,over-blog.com,h1oeob0gi,37.0242,127.94455,8
29824,이분둘,01061538251,snuttjfa,i2i.jp,fwz6mg,37.3391,127.92801,4
29825,홍종곤,01043027590,ssmerv,discuz.net,2a7o7p,37.1315,127.7178,5
29826,양점학,01084312111,hstys,berkeley.edu,l3e6nb,36.8871,127.97727,2
29827,모하메드압둘루할림아부가잘라,01020982543,ivicm,seattletimes.com,ma5p9kh,37.0303,127.97002,9
29828,장지택,01024733341,rskiysa,opera.com,3wj7mrkfj,37.4306,127.95079,5
29829,윤유중,01059360611,rbeisco,cloudflare.com,saadva1e5,37.6195,127.01557,7
29830,하상국,01033698780,diorjm,youtube.com,994y3i,37.5726,126.95986,9
29831,한범진,01028480000,mevea,xing.com,x093pv,37.5813,127.00619,4
29832,류미옥,01088937365,kdejb,nasa.gov,m263um7jj,35.1984,128.91526,1
29833,한민식,01035751460,smerra,dion.ne.jp,lk65u6vk,37.6043,126.99638,7
29834,손달선,01054123692,mtilsfsk,census.gov,obc680p,37.3349,127.92401,0
29835,류명은,01050368882,scail,nydailynews.com,c30qb7vlp,37.6126,126.99944,3
29836,김임환,01090907209,smehb,harvard.edu,wxgq1f5,35.1545,128.90471,5
29837,신정우,01034991450,mbooljc,feedburner.com,xihnc8,37.3406,127.94709,7
29838,유은식,01031027727,ssmes,php.net,khyyx776,37.5602,126.92157,5
29839,이학순,01080390193,amccami,cpanel.net,2gyj5z006,35.2238,129.008,1
29840,전오성,01060302862,amialco,youtu.be,6968ukw,35.2972,129.03086,4
29841,김만철,01047973808,ndykdhe,ocn.ne.jp,2bjoxkv,37.6441,126.98977,2
29842,최진열,01048704031,fskeljb,cnn.com,dpa3dklk,37.5915,127.02322,8
29843,추정섭,01068905442,plevibcu,berkeley.edu,zbimrrprj,37.6136,126.97851,9
29844,하토야마구니오,01097256910,kdevauj,berkeley.edu,01mp13,37.3508,127.95021,1
29845,심만진,01048649459,ptilcb,biblegateway.com,odmcbi,37.5797,127.00714,0
29846,최운학,01037605097,hpaulr,examiner.com,affzhkbac,37.0391,127.79965,8
29847,임원태,01044324625,ksimfc,reverbnation.com,3trc85t,37.5522,126.90627,1
29848,이상배,01024548379,jbletvda,craigslist.org,j5e0lit1g,37.0027,127.92216,2
29849,김홍윤,01026809252,jnath,nydailynews.com,6qxcog,35.2199,129.07446,1
29850,오민세,01024598331,atowla,qq.com,jecesrj,37.6286,126.98567,8
29851,어칠우,01037265348,jblbe,mlb.com,9zb4gyu,37.514,126.90902,7
29852,배영한,01026510558,jlijn,dion.ne.jp,c7ffqhtv,36.1962,128.42998,6
29853,곽근오,01022465153,ilezr,bandcamp.com,qpjcc3bjb,37.5528,126.88828,6
29854,황문익,01027537883,mboasa,i2i.jp,kb0fwm,36.1476,128.42531,2
29855,양승민,01079362051,srek,360.cn,z349trl,37.5223,126.90805,3
29856,박근서,01059129902,ggenmdo,microsoft.com,bqj4w1l7e,37.6152,127.00554,4
29857,변성진,01073974229,nmeeak,seattletimes.com,od8eg3,37.5315,126.9121,2
29858,서원제,01037528856,ggemf,umich.edu,u3f4878,37.6079,126.89387,4
29859,서진헌,01020915792,ivicr,youtube.com,8y0x4e,36.1993,128.42091,0
29860,현원기,01057114918,mbeevys,hubpages.com,lnxo81n87,37.5256,126.89401,8
29861,양성안,01088423639,mkyd,sbwire.com,iux698jh,37.6452,126.99083,2
29862,공재철,01029615739,jbls,nature.com,4u8mkiu1,35.2309,129.04849,3
29863,홍종준,01047352838,wbackcb,gov.uk,8457ejls,36.1489,128.31637,1
29864,민인기,01078495178,ftorrd,nih.gov,qnxb5phx,37.6272,126.90699,7
29865,윤건식,01096623162,fcoliv,yolasite.com,x1z5csx8,35.1925,129.05737,5
29866,민병양,01053826028,lthjgo,biblegateway.com,anzwmnlb,37.5707,126.89969,4
29867,강귀순,01063137253,amiea,macromedia.com,neyeri,37.1376,127.7569,0
29868,양재규,01026291496,fcayshpa,ocn.ne.jp,evpxcon3,37.0549,127.87191,2
29869,강호범,01091413457,ptijg,feedburner.com,hdqcn8r,36.2404,128.34777,8
29870,김찬수,01093618510,velhaaca,harvard.edu,vi0d1l2d,37.5969,126.90974,2
29871,송석면,01045992725,jgam,bloglovin.com,mjod2pm4,37.3899,127.81979,6
29872,이보출,01032633403,jbllth,hubpages.com,lp2bbh,37.0139,127.93243,0
29873,최진태,01082768863,ivir,wufoo.com,kilntd2li,35.2286,129.06672,8
29874,박용세,01041675955,lbuckj,deviantart.com,ia49ii,36.1749,128.41837,1
29875,안영림,01043146723,jchea,qq.com,zd26eq2m,36.1036,128.35815,5
29876,여인창,01079737437,ssmerdd,so-net.ne.jp,sc85cliw,37.0275,127.94066,0
29877,김하자,01036040625,beatedhe,seattletimes.com,4fs9y4,37.6284,126.98168,7
29878,길선수,01041676425,gprg,china.com.cn,besi1e2g2,37.0644,127.7999,7
29879,안성이,01029216439,chowjbr,yolasite.com,v621051i,37.0545,127.93587,2
29880,안영란,01075274680,saviem,webeden.co.uk,dmv6j1m,37.3301,127.96005,0
29881,임광열,01057090452,tfal,yale.edu,bo92r9,35.1082,128.92503,1
29882,김형미,01041849580,ujafra,php.net,38ssddque,36.1816,128.45289,1
29883,박건영,01089384632,scoashpa,feedburner.com,v9qq5f,37.5927,127.01337,5
29884,국승희,01092311731,dkellhpa,hostgator.com,m1cz3su,36.136,128.37813,2
29885,신장수,01036044983,ilezmw,foxnews.com,4ej8hprq,35.2415,129.0283,7
29886,원상재,01031295819,ujarg,mediafire.com,fqa4bqoeu,35.2712,129.01707,5
29887,유연철,01069512223,eakebp,hostgator.com,an5jhvgfl,37.655,126.97893,1
29888,오헌영,01076513806,snadis,sohu.com,3u74xk9,37.4255,127.93278,3
29889,주재봉,01031728009,fskmfe,xing.com,mfaf4d5f,35.172,129.05818,1
29890,현형재,01098810444,ktood,paginegialle.it,ny6ypqt1g,37.5767,126.97416,2
29891,이향복,01057707528,diorbth,samsung.com,t4va0el6,36.9616,127.91919,8
29892,방정효,01083533437,mevej,google.fr,yyf5ap,35.1941,128.83444,0
29893,추병일,01033507613,mferbf,cam.ac.uk,k01pt61f,33.5646,126.8544,8
29894,전용택,01035128826,wwil,cnn.com,ytflqc9,35.3095,129.01298,1
29895,이명오,01098953239,mwrcho,smh.com.au,9tho2r9,37.3157,127.93312,2
29896,노종두,01044739443,estlc,nature.com,tux1hygk,37.5901,126.96531,7
29897,하페즈알,01022617193,ilesre,samsung.com,316ful5b,35.1478,128.92744,0
29898,박만진,01075769663,amiajf,gov.uk,afvs62m4,35.1887,129.05119,4
29899,소재수,01074066954,rskbf,businessinsider.com,unimhw,37.6429,126.97679,6
29900,이백용,01071871040,bparc,opera.com,x2i9x0se,37.3992,127.93729,8
29901,김이조,01058106999,gprnm,webeden.co.uk,ntgesa,37.6054,126.98045,6
29902,현만수,01031565756,beateiw,umich.edu,5njfiopr,37.5264,128.05997,7
29903,성기장,01066308975,saviejg,quantcast.com,e8drq1u7,37.1042,127.78162,3
29904,남상모,01070802832,atowlg,ocn.ne.jp,tv8n9hk,36.1691,128.44203,9
29905,이계홍,01061114608,amihpa,yale.edu,fbx0b29kh,37.022,127.93553,5
29906,오택현,01027091123,cwebc,bandcamp.com,dme37bo,37.594,126.90869,7
29907,함경달,01026511518,bthurasa,nasa.gov,hr5kj8z35,36.188,128.38587,4
29908,신영정,01021532340,fcam,plala.or.jp,i8qad7,35.1788,129.05622,6
29909,황복금,01084205869,iwooato,jalbum.net,7wdod426a,37.6451,126.99582,2
29910,김선억,01034597144,dhellt,hostgator.com,5jidgqin,37.6338,127.01971,6
29911,정진맥,01045760398,ysaa,psu.edu,hknbof,35.1844,129.05528,8
29912,이용혁,01062573219,lbucn,bloglovin.com,3f93rc455,36.1552,128.4276,4
29913,성삼례,01056277977,mabbos,umich.edu,o7ckv8p0o,37.5678,126.96608,8
29914,류도형,01072464001,vdaliwo,archive.org,17e8vsnn,37.3347,127.95811,1
29915,황태일,01080417422,mwridd,archive.org,mu7wrrf5,35.1719,129.06317,5
29916,구교태,01025729787,cobremab,microsoft.com,opapgs0,37.6339,127.01367,2
29917,이병견,01052869342,bcos,smh.com.au,bdyjvb1,37.6323,126.97671,7
29918,조관석,01069491837,jbrad,php.net,el66fkhnk,37.6548,126.98187,7
29919,이흥성,01081490368,tfafc,youtu.be,dwzzj3lgx,36.9267,127.97747,0
29920,송권식,01025674769,gkimdhe,cnn.com,gaow88yd,37.35,127.93202,2
29921,이수이,01028619619,gpiceak,ocn.ne.jp,7wf6g9,37.4076,127.93062,7
29922,신순식,01029165247,ujarcho,discuz.net,2fvkqe,37.5829,127.00914,1
29923,홍재학,01065842699,savw,youtu.be,mgkuz4e,35.2783,128.94665,9
29924,우덕성,01037618936,ysangh,ca.gov,g5pifkl2,37.59,126.9206,1
29925,박미진,01049396285,fcaysd,php.net,p1wa5tk9,36.1542,128.35565,5
29926,박세근,01076282763,fratril,ocn.ne.jp,tlot1au2k,37.5828,126.89545,6
29927,브라이언데이비드조지프슨,01027242314,bfirmkt,i2i.jp,yhpashi4,37.0454,127.91822,6
29928,남을선,01043182400,asalb,nydailynews.com,mf4wq11,37.6175,126.8948,6
29929,상승규,01092192076,gharpaeb,feedburner.com,z7e04mueh,37.5687,126.90552,0
29930,안복자,01068723776,sres,omniture.com,v5kxqx,37.6501,126.99689,7
29931,한규옥,01088913628,ftorri,wikimedia.org,4qfypa,37.5842,126.92965,4
29932,김홍남,01070373422,jgabth,list-manage.com,f4z15b8,37.5789,126.89757,0
29933,문외만,01067429431,aebmev,paginegialle.it,wtkuu8j,37.5997,126.99334,6
29934,김시진,01030777775,ddiggdhe,quantcast.com,988buov7c,36.8574,128.05723,9
29935,김남완,01051276786,sreedn,netscape.com,1604h69,37.6502,126.97991,1
29936,유인우,01093635978,rjarmw,gmpg.org,luwvrtmab,37.6222,126.92597,8
29937,엄진희,01082962159,fskes,dion.ne.jp,8s5lot,37.4332,127.94983,6
29938,이희권,01024267510,wbaj,php.net,deak3b,37.5979,127.01828,4
29939,성수동,01093799035,dhensna,51.la,osn51xy,37.5971,126.97637,0
29940,김승곤,01056333898,amccudhe,businessinsider.com,hxc48uvok,35.2347,129.06179,9
29941,심승한,01091452859,mdocbcu,biblegateway.com,9pesork9,37.3599,127.95211,8
29942,노정동,01056154473,jlidww,hubpages.com,lf6qgt,37.5878,126.97225,2
29943,우창수,01039407330,ggenbt,businessinsider.com,rm8yjpgp5,37.5309,126.90612,9
29944,김병두,01069944793,cdowwba,ow.ly,4qi9ld,35.3104,129.01076,0
29945,장기정,01077076511,gprlha,wufoo.com,dd19i0r,37.5798,127.00315,5
29946,이시찬,01047548645,djag,macromedia.com,1ox38e,36.2199,128.31073,7
29947,신강순,01055265078,savnm,cpanel.net,cyg4m7y,35.2488,129.06097,2
29948,최임석,01094519375,nmes,chron.com,s2str57gb,36.9765,127.91304,4
29949,김순아,01099849378,iwoojbl,prlog.org,vcltcv0kk,37.3643,127.95519,1
29950,안필기,01089788924,jnathg,gmpg.org,qniie9v,37.5815,126.92558,4
29951,이갑남,01048572596,ftorgha,quantcast.com,c8dvzlo,36.2473,128.34385,6
29952,홍재현,01049100163,wbas,cam.ac.uk,onevh5cp,37.5885,126.92158,7
29953,강희백,01058818714,bcurry,sogou.com,o6rsn4hu,37.619,126.90398,3
29954,우종택,01098827669,jmaj,sohu.com,nwgbvc11v,36.1927,128.33681,1
29955,임성우,01093104330,fcaymab,51.la,atjhtrwf,37.6365,126.9697,7
29956,류창복,01064664749,mbooi,foxnews.com,swp0bs47,37.6402,126.99177,9
29957,김점덕,01088887528,chowotf,discuz.net,04auwb2er,37.6151,126.99549,7
29958,한연화,01097786488,tfalsco,cbslocal.com,o8hzi3m,37.5048,126.90209,5
29959,염송용,01079759134,savma,opera.com,c52akdwb,37.021,127.90274,2
29960,변건수,01060730462,gdumbd,linkedin.com,fwal7lpi,37.5081,126.90511,9
29961,박재풍,01043754689,ggenjma,nature.com,0l22xv9q,35.2728,129.00849,2
29962,강내서,01038609980,dhelldk,gov.uk,2t35r4,37.4554,127.93987,0
29963,이범찬,01066519893,dpichhst,yolasite.com,to6tq3c,37.3523,127.95409,5
29964,나덕찬,01064219050,vdalmky,homestead.com,00j82ohx,37.3483,127.95001,4
29965,장원희,01054488372,snupl,seattletimes.com,skled7,36.1549,128.33316,4
29966,강선남,01086883264,ilezehp,census.gov,2mrtwxxjo,37.0083,127.93419,9
29967,김민여,01049345436,jfarks,mlb.com,6m5n9a,37.3837,127.94358,2
29968,문원용,01087804109,jgolc,i2i.jp,6su48a,37.637,126.98972,9
29969,전금남,01074584600,kcurllh,nydailynews.com,3r0n1utve,37.5964,126.97936,7
29970,남승우,01083743587,rbejn,quantcast.com,r5fpz8c,35.1903,129.0243,2
29971,진용연,01061970829,gmcb,yolasite.com,zwq9gk6sg,37.6442,126.99177,7
29972,이리아니,01075048434,atobc,ox.ac.uk,3c7gri,37.5727,127.00008,8
29973,민옥화,01099809696,mbogh,sogou.com,yfg2i3,37.5643,126.97806,9
29974,노재완,01045874709,lhatwkde,microsoft.com,6ikj64kz,37.4098,127.93061,9
29975,박시역,01034974861,jfars,webeden.co.uk,jd71zh,35.2267,129.01676,5
29976,김채봉,01099734721,kdevd,umich.edu,2qqwfx1k,36.2215,128.43552,3
29977,이정원,01059336535,scoasn,linkedin.com,thp469,36.1972,128.32767,5
29978,최보배,01083666685,tfala,altervista.org,nbzpigcv,35.1548,129.03406,9
29979,윤전근,01027086116,aebnol,youtu.be,9432aiu,37.6355,126.9748,9
29980,송모영,01067127338,mtim,paginegialle.it,idyh10ci,37.5307,126.90712,9
29981,한찬희,01054176384,iviccdo,archive.org,ut3mtifw,36.1979,128.31686,5
29982,이우하,01036672616,aebdhp,prlog.org,6d1zbt,36.149,128.42239,0
29983,정연필,01024985932,aauchcwe,homestead.com,fb2rmry8,37.5737,126.97911,2
29984,박경방,01065322884,hbijg,cloudflare.com,jrrpg872,36.1772,128.33225,6
29985,류기식,01023357684,cscolm,wikimedia.org,7yq2mb5,35.2242,129.00015,9
29986,강남준,01073426635,dkelw,census.gov,gqwellp6,35.3045,129.02391,9
29987,이판윤,01064529385,mkyfca,cnn.com,byk41s4fk,37.644,127.01978,2
29988,김은옥,01099952685,jchn,nydailynews.com,pd45ztqo,37.0085,127.93248,8
29989,홍성춘,01071004193,wwids,sbwire.com,u50hxt4,33.5161,126.4953,7
29990,김왕례,01020233960,hpaulsm,nydailynews.com,j02vgrmo,37.578,127.01024,5
29991,손순복,01087920962,jgolemev,altervista.org,28of17l,37.0198,127.95151,6
29992,한춘기,01034871515,jmaidt,xing.com,x3wxtf,35.1875,129.05227,2
29993,김순석,01032622475,diolb,reference.com,dgy97f,36.2785,128.30139,8
29994,구기남,01063362123,snadd,yolasite.com,pm7xuy,36.1369,128.45141,7
29995,이곤우,01094527462,sreasa,cnn.com,jf7t8o,37.6375,127.01173,0
29996,전건일,01068552847,rsculjbr,amazon.co.jp,e9hpjzsf5,35.1905,129.06233,1
29997,이광희,01067125042,mkyn,cloudflare.com,e8dtci,37.6,126.99334,3
29998,한강섭,01035975232,rjarnol,bandcamp.com,h7wje0,35.2439,129.00733,0
29999,심인규,01055372879,rjafca,mediafire.com,q7retru,37.6304,126.98367,3
30000,최용락,01095222845,gkimbb,yandex.ru,varjbdnh,37.1531,127.99784,3
30001,임헌출,01051944066,jgob,omniture.com,1xxs8bihj,35.1643,129.06705,0
30002,남상보,01065568390,bcurdd,nasa.gov,67st69,37.54,126.90407,4
30003,장춘옥,01045128218,cscolfc,nature.com,mudhn0,35.2458,129.0609,1
30004,마기만,01075066358,aauchssm,mlb.com,2m63h1r,37.632,127.01068,0
30005,정재만,01040306330,cscolac,state.tx.us,vo35i3,37.4602,127.9369,6
30006,지상진,01036228205,gdumbkd,washingtonpost.com,92ei4407c,37.6185,126.98458,1
30007,유일민,01063553209,beagp,census.gov,5isp1lf,37.6132,126.99148,5
30008,서경윤,01066639771,atowlv,google.fr,ud1n0p,37.6492,126.98281,6
30009,곽영자,01057828364,mdockdio,chron.com,knmo1a5s0,35.2668,129.00555,7
30010,김수봉,01022923034,dpiddi,nasa.gov,3az3pfoz,36.1867,128.34071,7
30011,전수한,01064390678,aauches,paginegialle.it,4wl6mvt,37.6226,127.00458,3
30012,양원모,01038349187,ktoofca,altervista.org,n01luo,36.1725,128.42535,1
30013,고일규,01023158944,hstubnh,wikimedia.org,ku5pu6,35.1953,129.05635,0
30014,김영부,01099387677,cdowa,samsung.com,mrgel7,35.2236,129.06363,6
30015,양재렬,01046540208,ndykefr,nydailynews.com,fcsai0,37.5872,126.99525,7
30016,금영만,01026636781,ujarp,bandcamp.com,uu4ezm,37.3849,127.94044,9
30017,임욱철,01071334839,mkynvel,plala.or.jp,foat0ca0,37.5294,126.90439,2
30018,정돈석,01096030221,gmcg,amazon.co.uk,thjzmsal,35.2398,129.06095,2
30019,유항조,01079696683,fratgm,xing.com,fwhmoa4oy,37.4133,127.93065,1
30020,김임술,01085140402,ghaaa,yolasite.com,m207yd,37.5904,127.00126,4
30021,최삼봉,01088280556,cdowcho,princeton.edu,8rjq6cj,35.2324,129.02377,1
30022,최홍수,01052705110,lhaj,seattletimes.com,imajje9nh,37.348,127.933,9
30023,안병두,01052890685,ghary,nyu.edu,n6lf7ddv,35.223,129.03073,3
30024,임윤원,01062641266,eamedja,i2i.jp,ry1lhvqdg,37.0208,127.92948,0
30025,임예수,01061477787,ftorc,archive.org,kskqy8pd,37.5589,126.90339,1
30026,박대경,01036655201,mben,php.net,r0yish2,37.6313,126.98466,0
30027,윤종운,01034290471,srebe,amazon.co.uk,dzochd2,36.2417,128.31672,4
30028,나인숙,01069615321,sreedss,domainmarket.com,8njyrhp,35.1979,129.04914,2
30029,민선례,01061456805,mtilsdke,nydailynews.com,lsqape,36.9746,127.94213,4
30030,정건태랑,01035833511,cbym,wikimedia.org,r6pbqmu2,36.1732,128.34657,3
30031,강오구,01093821795,hpaulm,examiner.com,cvmaxfbwy,37.5774,126.90958,5
30032,신근숙,01041286336,gharrg,china.com.cn,44ow9950o,37.3548,127.94907,6
30033,황향자,01047697128,fcolbdio,feedburner.com,67nwx3j,35.1995,129.0693,9
30034,오금주,01050727512,rscf,cpanel.net,3n6mja8js,37.3497,127.95711,2
30035,송오용,01070400368,cobrendy,youtu.be,et04axj,35.1768,129.04011,1
30036,김동익,01085083855,jgabco,yale.edu,uf5uh4,37.569,126.99003,4
30037,우재호,01073281038,aebdrs,yolasite.com,1eua98a,36.9775,127.9451,4
30038,석순애,01092074985,eakea,netscape.com,bqx49fr5,37.5992,126.89175,0
30039,류옥남,01094626462,dpichww,pinterest.com,jgoqrz0,35.2167,128.95244,6
30040,성수웅,01023642942,mwrimky,princeton.edu,vjc21fuh,35.2863,129.0038,3
30041,안수영,01033216949,gharpd,chron.com,3miq33,37.658,127.00693,9
30042,천유식,01055519175,gprsr,ow.ly,mrapproko,36.1889,128.43434,7
30043,강준근,01090284432,ptimdo,list-manage.com,kkwdor,35.2267,129.02576,4
30044,최종은,01072094548,bcurm,altervista.org,37ve3pzx,35.1984,129.06039,0
30045,이형상,01065022287,gpicku,princeton.edu,2tjyvhhw,35.1899,129.04024,3
30046,류장수,01070298206,diogge,cnn.com,7392q5,37.3582,127.94233,1
30047,임채흥,01066105237,gdumjbr,chron.com,bezzpm,37.3711,127.95339,7
30048,압델,01071254840,dhelamc,nydailynews.com,dqdvdt,37.4074,127.96143,5
30049,전형석,01080529879,cdow2aa,ca.gov,i4e936z,35.202,129.06247,5
30050,변혜정,01089928169,beas,latimes.com,loo98qx,37.5725,126.89847,6
30051,박윤진,01057928442,ujauja,qq.com,i3de2nl,36.1782,128.3689,0
30052,곽수영,01046187587,bthurgg,cpanel.net,uiy3qz,35.2149,129.06167,5
30053,박영학,01090133632,vdalljf,macromedia.com,umee1t,37.5725,126.98405,9
30054,송병만,01048527536,jchekto,netscape.com,sjna32oi,37.6264,126.90092,5
30055,하유덕,01030690146,ivickc,feedburner.com,04olhf,37.4146,127.99946,5
30056,최칠용,01065766116,bfirddi,chron.com,vxzhawp,37.3881,127.97071,9
30057,박용종,01067167492,hstil,yolasite.com,b4yxrsf,35.1185,128.92003,0
30058,송문기,01029880124,estdj,state.tx.us,68lrgl3,36.1851,128.42574,3
30059,길현종,01031581104,ssmedb,webeden.co.uk,p1ydc6xua,37.3861,127.83561,0
30060,강신득,01062622626,bcoppdio,cnn.com,369f0xb,36.1786,128.3154,1
30061,강진산,01036021977,eakesdpi,mlb.com,rc06g4q,37.6646,127.00399,0
30062,이용삼,01069421669,fcaysmti,so-net.ne.jp,znogqobus,35.1637,129.03809,2
30063,라채용,01099304411,gdums,altervista.org,tem1u7r7w,35.2055,129.00707,5
30064,이학연,01053743420,fcaysgmc,latimes.com,vh8po5k8,37.6103,126.98652,4
30065,송진론,01048894247,amiaeak,qq.com,wr52mq7cy,37.6409,126.99176,8
30066,박재묵,01043501862,ilem,cam.ac.uk,rusjw7kk,35.1607,129.03507,4
30067,황봉자,01091495223,scoac,list-manage.com,zzeh1ah5,37.525,126.91727,4
30068,박희오,01075195621,dbufco,nydailynews.com,q99a6q00,37.0426,127.94069,3
30069,조중면,01083341535,iwoodmb,samsung.com,sozo2srmr,37.6043,126.90887,4
30070,박부인,01088771545,atowgd,cloudflare.com,hmkr1o4z,36.1839,128.33973,3
30071,이계완,01044178145,ksimk,hubpages.com,u8ygawk2,36.1773,128.34067,7
30072,윤갑병,01028463695,fratj,deviantart.com,da8hfw,37.374,127.94924,3
30073,노영섭,01061348320,lthierbe,businessinsider.com,ivbrpqwx,35.0479,128.83433,3
30074,장안식,01043162964,ddigd,xing.com,k1t9rqwk,37.0217,127.93456,7
30075,이성혜,01087138022,mkybea,quantcast.com,fw3cmd,37.0828,127.95602,5
30076,탁현동,01052408434,eakrsk,nyu.edu,affgqt,35.1768,129.06033,3
30077,배창준,01075078848,gkimbgh,google.fr,s3kjiy6ip,37.3692,127.96927,3
30078,백미자,01053830568,wbackhpa,cnn.com,y8z1oc74h,37.4516,127.95367,3
30079,한응용,01087086644,ilebth,bandcamp.com,jslutc,37.5999,127.00136,5
30080,이점봉,01032565576,rsculssm,examiner.com,gby5b5g,35.2336,129.04965,4
30081,여홍준,01097739544,rbeiw,biblegateway.com,5oknip,37.6566,127.00788,3
30082,임영목,01056621897,fcars,paginegialle.it,xclc74,37.5683,126.97802,2
30083,김유흥,01063438859,scoagp,hubpages.com,5up105,37.6374,126.98177,1
30084,전종익,01063588164,rgerogdu,list-manage.com,o1fiexrg,37.6542,126.99589,3
30085,한성림,01080813875,gpriml,jalbum.net,65urs3,35.1039,128.91018,2
30086,정하봉,01032478653,rsculhp,comsenz.com,jrr9dv6,35.2192,129.04156,4
30087,가와무라다케오,01020350798,ftobe,paginegialle.it,3bu7c4tvr,37.4022,127.98859,7
30088,안형심,01099977480,snac,yale.edu,kpumc62s,37.5867,126.91069,7
30089,홍성은,01046391590,mbobc,psu.edu,gr6oc08f,37.5931,126.91993,1
30090,류해득,01076464393,estlej,wikimedia.org,rxlvb6vyi,37.577,126.99925,6
30091,이희범,01050008120,rgeroi,cpanel.net,v0mcbd9,37.3783,127.9284,2
30092,변천술,01057442650,bcue,dion.ne.jp,808ifob,37.3131,128.08083,7
30093,류영찬,01093577357,fskesna,craigslist.org,rmcjyabq,37.5922,126.9129,2
